TMDB_ID	Adult	Budget	Genre_ID	Genre_Name	IMDB_ID	Movie_Name	Language	Synopsis	Popularity	Production_Company_IDs	Production_Company_Names	Production_Country_Names	Release_Date	Running_Time	Vote_Count	Vote_Average	Revenue	Tagline	Director	Cast	Screenplay	DOP	Editor	Music_Composer	Assistant_Director
78206	false	12000000	35,18,	Comedy,Drama,	tt1663321	Poulet aux Prunes	fr	Nasser-Ali, a talented musician, loses the will to live after his wife breaks his beloved violin during an argument. He searches for a replacement, and finding none that sounds quite the same, he vows to die. Eight days later, he does. This is the story of his last week of life, where we see flashbacks and flash forwards of his previous life and his children's futures. We also see appearances of a nude Sophia Loren as well as the angel of death, Azarel. As we see his life, we realize exactly why he chose to end it and the profundity of this choice.	8.821	860,39057,	Celluloid Dreams,TheManipulators,	FR,,	2011-10-26	93	95	7.2	1428291		Vincent Paronnaud,Marjane Satrapi,	Mathieu Amalric,Edouard Baer,Maria de Medeiros,Golshifteh Farahani,Chiara Mastroianni,Mathis Bour,Enna Balland,Didier Flamand,Serge Avédikian,Rona Hartner,Jamel Debbouze,Isabella Rossellini,Éric Caravaca,Tim Williams,	Vincent Paronnaud,Marjane Satrapi,	Christophe Beaucarne,	Stéphane Roche,	Olivier Bernet,	
78214	false	0	18,	Drama,	tt1693989	パラダイス・キス	ja	Hyasaka Yukari only wants one thing: to enter the college that her mom wants. One day, she meets an extravagant group that loves fashion. They were searching for a model and Yukari fits their ideal model. From now Yukari will know the world of fashion and modeling, and what she really wants.	4.848	7542,10764,78960,78961,6953,23399,63211,10765,4375,174,7485,	Yahoo Japan,C&I Entertainment,Dimension Blue,Hori Agency,IMJ Entertainment,King Records,Studio Blue Co.,Studio Swan,Sony Music Entertainmant,Warner Bros. Pictures,Fox International Productions,	,,,,,JP,,,US,US,US,	2011-06-04	124	38	7.4	0		Takehiko Shinjo,	Keiko Kitagawa,Osamu Mukai,Aya Omasa,Shunji Igarashi,Kento Kaku,Yusuke Yamamoto,Natsuki Kato,Hitomi Takahashi,Shigemitsu Ogi,Michiko Hada,Hiroyuki Hirayama,Tomohisa Yuge,Fumino Kimura,Daichi Saeki,Kaito Kobayashi,Nicole Ishida,Ami Ikenaga,Anna Aoi,Reina Aoi,Mijika Nagai,	Kenji Bando,				
78215	false	0	28,10752,18,	Action,War,Drama,	tt1876277	Into the White	en	Based on a true story. On 27 April 1940, Luftwaffe pilot Horst Schopis' Heinkel 111 bomber is shot down near Grotli by an RAF Blackburn Skua L2940 fighter, which then crash-lands. The surviving German and English crew members begin to at shoot each other, but later find themselves huddled up in the same cabin. In order to survive the harsh winter in the Norwegian wilderness, they have to stand together. An unlikely, lifelong friendship blossoms.	6.238	8288,320,850,5241,73895,2801,2026,451,	Zentropa International Sweden,Trollhättan Film,Eurimages,FilmFondet Fuzz,Zentropa International Norway,Film i Väst,FFA,Medienboard Berlin-Brandenburg,	SE,SE,FR,NO,NO,SE,DE,DE,	2012-03-09	100	169	6.9	704	Inspired by the true world war II story.	Petter Næss,	Stig Henrik Hoff,Lachlan Nieboer,Rupert Grint,Florian Lukas,David Kross,	Petter Næss,Ole Meldgaard,Dave Mango,	Daniel Voldheim,	Frida Eggum Michaelsen,		
78245	false	0	10749,18,	Romance,Drama,	tt2057445	No Other Woman	en	Furniture supplier Ram is happily married to Charmaine. One day, Ram lands a big client, a new luxury resort. But he needs the help of Kara, the daughter of the owner of the resort, to finalize the deal. Kara's help, however, comes with a price, because she fancies Ram to be her lover. Not before long, Kara successfully seduces Ram, even though she knows about his marriage. When Charmaine learns of the affair, she finds ways to fight for her husband's waning attention.	1.524	8356,4676,	Viva Films,Star Cinema – ABS-CBN Film Productions,	PH,PH,	2011-09-28	104	2	5.5	0		Ruel S. Bayani,	Anne Curtis,Derek Ramsay,Cristine Reyes,Tirso Cruz III,Carmi Martin,John Arcilla,Marlann Flores,Ron Morales,KitKat,Ricci Chan,Niña Dolino,Kat Alano,Melvin Lee,Paul Jake Castillo,Malou Crisologo,Johnny Revilla,Matt Evans,Fonz Deza,Via Antonio,Antonette Garcia,	Keiko Aquino,Ricardo Fernando III,				
78286	false	0	18,53,	Drama,Thriller,	tt1744793	The Kate Logan affair	fr	A young psychologically unstable young police woman named Kate Logan and a married Frenchman find themselves caught up in a dramatic twisted affair.	1.54				2010-10-15	86	8	4.8	0		Noel Mitrani,	Alexis Bledel,Laurent Lucas,					
78294	false	0	27,53,	Horror,Thriller,	tt1727358	Panic Button	en	Four young men have won a trip with their favorite social network. On board the private plane that took him to New York, they are invited to participate in an in-flight entertainment: a new online gaming experience. But this is no ordinary Thurs Trapped at 30,000 feet, they will play for their lives and those of their families. They will discover the hard way that put his life online can have dire consequences ...	7.165	22445,	Movie Mogul Films,	,	2011-08-27	96	91	5.4	0	Have You Read The Terms & Conditions?	Chris Crow,	Scarlett Alice Johnson,Jack Gordon,Michael Jibson,Elen Rhys,Joshua Richards,Vern Raye,Millie Midwinter-Lean,	Frazer Lee,John Shackleton,	Simon Poulter,	John Gillanders,		
78308	false	5000	27,	Horror,	tt1844633	Blood Runs Cold	en	Winona, a successful artist looking to get away from her stressful life. Her manager rents her a house in her home town where she runs in to an old boyfriend. They go back to the house, only to find out it is not as empty as they assumed.	2.568				2011-10-03	80	18	4.6	0		Sonny Laguna,	Ralf Beck,Elin Hugoson,Hanna Oldenburg,Andreas Rylander,Patrick Saxe,David Liljeblad,				Samir El Alaoui,	
78332	false	0	27,53,80,9648,	Horror,Thriller,Crime,Mystery,	tt1667416	Coffin	en	Awakening from a deep sleep in the pitch black Sean Justice feels around him and realises that he is in a small wooden box and beside him lays his unconscious girlfriend. With only two hours of air time remaining a ransom demand is made of $500,000 dollars in cash for the location of their wooden prison.	2.783				2011-10-27	95	12	4.4	0		Kipp Tribble,Derek Wingo,	David Banks,Luke Barnett,Patrick Barnitt,Kevin Sorbo,Sunny Doench,Johnny Alonso,Candace Kita,Moksha McPherrin,Bruce Davison,Spencer Johnson,Dennis Y. Takeda,Kipp Tribble,					
78352	false	0	28,27,53,	Action,Horror,Thriller,	tt1543459	War Games: At the End of the Day	it	A game of paintball turns deadly when three unhinged and deranged ex-soldiers play a twisted mind game of catch and release with their unsuspecting victims. This quickly leads to a bloody man hunt where everyone is a target and no one is safe.	2.281	3126,23958,23959,23960,	The Mob,T.M. 2005,Frame by Frame,BMovies,	,,,,	2010-01-01	93	25	5.2	0		Cosimo Alemà,	Stephanie Chapman Baker,Sam Cohan,Valene Kane,Neil Linpow,Lutz Michael,Andrew Harwood Mills,Monica Mirga,Michael Schermi,Tom Stanley,Daniel Vivian,		Marco Bassano,	Alessio Borgonuovo,		
78381	false	7000000	27,9648,14,35,	Horror,Mystery,Fantasy,Comedy,	tt1756851	Twixt	en	A declining writer arrives in a small town where he gets caught up in a murder mystery involving a young girl.	12.224	70,	American Zoetrope,	US,	2011-09-10	89	153	5.0	0	Between the living and the dead, evil is waiting.	Francis Ford Coppola,	Val Kilmer,Bruce Dern,Elle Fanning,Ben Chaplin,Joanne Whalley,David Paymer,Anthony Fusco,Alden Ehrenreich,Bruce A. Miroglio,Don Novello,Lisa Bailes,Ryan Simpkins,Lucas Rice Jordan,Fiona Medaris,Katie Crom,Tom Waits,	Francis Ford Coppola,	Mihai Malaimare Jr.,	Glen Scantlebury,Kevin Bailey,Robert Schafer,	Osvaldo Golijov,Dan Deacon,	
78383	false	10	27,53,	Horror,Thriller,	tt1913166	Nurse 3-D	en	Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.	11.19	1632,	Lionsgate,	US,	2013-09-28	99	197	4.9	10000000	Your pain is her pleasure.	Douglas Aarniokoski,	Paz de la Huerta,Katrina Bowden,Kathleen Turner,Judd Nelson,Boris Kodjoe,Corbin Bleu,Niecy Nash,Adam Herschman,Melanie Scrofano,Michael Eklund,Lauro Chartrand,Martin Donovan,Jake Michaels,		Boris Mojsovski,	Andrew Coutts,		
78441	false	2000000	18,	Drama,	tt1634524	Órói	is	An unexpected first kiss causes Gabriel to feel the electrifying \	2.661				2010-08-27	93	24	6.3	0	Life is happening right here, right now.	Baldvin Zophoníasson,	Atli Óskar Fjalarsson,Gísli Örn Garðarsson,Birna Rún Eiríksdóttir,Lilja Guðrún Þorvaldsdóttir,Elías Helgi Kofoed-Hansen,Haraldur Ari Stefánsson,Ylva Holm,María Birta,Ingibjörg Reynisdóttir,Þorsteinn Bachmann,					
78442	false	0	18,35,10749,	Drama,Comedy,Romance,	tt2057441	Mujhse Fraaandship Karoge	hi	Two incompatible collegians, with fake social network ids, are assigned to work together for their institute's annual celebrations.	1.345	91443,	Y-Films,	IN,	2011-10-14	106	12	6.7	0		Nupur Asthana,	Saqib Saleem,Saba Azad,Saba Azad,Saba Azad,Tara D'Souza,					
78461	false	7300000	53,	Thriller,	tt1781775	Beneath the Darkness	en	After watching their best friend get murdered, a group of teens struggle to expose a local hero as the vicious killer and keep from becoming his next victims.	6.572	10389,	Raincreek Productions,	US,	2012-01-06	96	80	4.8	0	Now I lay you down to sleep.	Martin Guigui,	Dennis Quaid,Tony Oller,Aimee Teegarden,Stephen Lunsford,Devon Werkheiser,Brett Cullen,Dahlia Waingort,Wilbur Penn,Amber Bartlett,Sydney Barrosse,Melody Chase,	Bruce Wilkinson,				
78463	false	0	35,18,	Comedy,Drama,	tt1822255	Mein bester Feind	de	Poland 1943: An unlikely pair - a concentration camp prisoner and a captain in Hitler's notorious SS - free themselves from the wreckage of a crashed SS airplane. The two appear to be strangely familiar with each other and the extent of their extraordinary relationship is thrillingly revealed.	1.899	851,1230,	MEDIA Programme of the European Union,Aichholzer Film,	,AT,	2011-02-16	109	18	5.8	0		Wolfgang Murnberger,	Moritz Bleibtreu,Georg Friedrich,Ursula Strauss,Marthe Keller,Udo Samel,Rainer Bock,Uwe Bohm,Karl Fischer,Christoph Luser,Serge Falck,Merab Ninidze,Klaus Manchen,Hans-Michael Rehberg,Paul Matic,Wolfgang Pampel,	Paul Hengge,				
78476	false	0	35,	Comedy,	tt1718835	Mon pire cauchemar	fr	Agathe runs an art gallery. Her husband François is a publisher. Together they have one son, and in every way seem to be the picture of normality — but emotions are stewing under the surface. All it takes is the arrival of a complete stranger for things to start unravelling. Patrick is brash, uncouth and totally unselfconscious...	4.891	6301,2564,9092,9093,7981,1115,3984,11773,8009,10611,11261,15893,11924,11800,104,792,	CinéCinéma,Ciné@,Maison de Cinema,F.B. Productions,Pathé!,M6 Films,Entre Chien et Loup,Artémis Productions,Belgacom,Ciné+,M6,Tax Shelter Film Funding,Casa Kafka Pictures,Casa Kafka Pictures Movie Tax Shelter Empowered by Dexia,Canal+,RTBF,	,FR,,,FR,FR,BE,BE,BE,FR,FR,BE,BE,,FR,BE,	2011-09-12	103	142	5.3	0		Anne Fontaine,	Isabelle Huppert,Benoît Poelvoorde,André Dussollier,Virginie Efira,Donatien Suner,Corentin Devroey,Aurélien Recoing,Samir Guesmi,Éric Berger,Philippe Magnan,Bruno Podalydès,Françoise Miquelis,Jean-Luc Couchard,Emilie Gavois-Kahn,Serge Onteniente,Régis Romele,Valérie Moreau,Yumi Fujimori,Antoine Blanquefort,Léa Gabriele,Laurence Colussi,Marie Boissard,Gilles Carballo,Arielle d'Ydewalle,Emeline Scatliffe,					
78480	false	0	18,35,	Drama,Comedy,	tt2011971	Monsieur Lazhar	fr	During a harsh Montréal winter, an elementary-school class is left reeling after its teacher commits suicide. Bachir Lazhar, a charismatic Algerian immigrant, steps in as the substitute teacher for the classroom of traumatized children. All the while, he must keep his personal life tucked away: the fact that he is seeking political refuge in Québec – and that he, like the children, has suffered an appalling loss.	7.295	7029,	micro_scope,	CA,	2011-09-10	94	156	6.9	6581915		Philippe Falardeau,	Mohamed Fellag,Émilien Néron,Danielle Proulx,Sophie Nélisse,Marie-Ève Beauregard,Denise Lamontagne,Brigitte Poupart,Louis Champagne,Daniel Gadouas,	Philippe Falardeau,				
78486	false	0	10752,18,	War,Drama,	tt1666800	Taiheiyou no kiseki: Fokkusu to yobareta otoko	ja	In 1944, the American military lands on the shores of Saipan. Refusing to commit suicide with his superiors or be forced into camps for prisoners of war, Captain Oba Sakae leads a group of his men and other similarly minded local residents into the mountains. Even after hearing reports of the Japanese military's surrender, Oba dismisses the reports as propaganda and continues to launch guerilla attacks against the American soldiers, earning him the nickname \	1.535	882,5896,6755,7550,1778,	Toho Company,Cine Bazar,Nippon Television Network Corporation,Protean Image Group,Dentsu,	JP,JP,JP,,JP,	2011-02-11	128	10	6.4	0		Hideyuki Hirayama,	Yutaka Takenouchi,Toshiaki Karasawa,Mao Inoue,Takayuki Yamada,Tomoko Nakajima,Yoshinori Okada,Sadao Abe,Sean McGowan,Daniel Baldwin,Treat Williams,Itsuji Itao,Ken Mitsuishi,Tokio Emoto,Yoshimasa Kondô,Toshiya Sakai,Bengal,Matthew R. Anderson,Russell Geoffrey Banks,Ian Brown,Lloyd Buckley,Mike Dunn,Adrian Fagerlund,Harlan Glenn,James Judd,Brendano Lee,Daniel Parino,Ken Streutker,Satoko Tsuji,Jordi Vilasuso,Manel Soler,	Takuya Nishioka,Cellin Gluck,Gregory Marquette,	Kôzô Shibasaki,Garry Waller,	Chieko Suzaki,James Munro,	Takashi Kako,	
78563	false	0	18,	Drama,	tt1756595	Les Géants	fr	Brothers Danny and Zak, 15 and 13 &amp; 3/4 are spending the summer in their deceased grandfather's house, waiting in vain for their mother, who is otherwise busy, and running low on cash. To make some money they decide to rent out the house to a local drug dealer, but things don't go exactly as planned...	2.318	11796,3040,	Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,Versus Production,	BE,BE,	2011-05-20	84	26	7.0	0	Freedom is the greatest adventure	Bouli Lanners,	Zacharie Chasseriaud,Martin Nissen,Paul Bartel,Marthe Keller,Karim Leklou,Didier Toupy,Gwen Berrou,Jean-François Wolff,		Jean-Paul de Zaetijd,	Ewin Ryckaert,		
78570	false	0	16,	Animation,	tt1821680	Don Gato y su pandilla	es	Top Cat and the gang face a new police chief, who is not at all happy with the poor performance of officer Matute (Officer Dibble) and avoids Top Cat's scams. Lucas Buenrostro, the new police chief, has loads of technology resources and their real intention is to take the city, imposing ridiculous laws. Will test the Top Cat and all members of the gang, as well as officer Matute (Dibble). The film has been released by the Latin American branch of Warner Bros. Pictures (whose parent company, Time Warner owns Turner Entertainment, which acquired Hanna-Barbera in 1990), but there has been no word from WB if in the United States the film will be released either in theaters. The movie has become one of the most successful Mexican movies ever, earning in its 5th week $108 millions of pesos (About $ 7,929,515 dollars)	3.036	9964,9965,	Illusion Studios,Ánima Estudios,	,MX,	2011-09-16	90	27	5.3	0		Alberto Mar,	Rául Anaya,Jorge Arvizu,Mario Castañeda,Eduardo Garza,			Andrés Germán Fernandez,		
78571	false	0	18,	Drama,	tt0455323	Being Flynn	en	During his twenties, a young man works at various homeless shelters in Boston, where he often intersects with his brilliant but troubled father.	8.332	10146,1473,11391,18479,	Focus Features,Depth of Field,Tribeca Productions,Corduroy Films,	US,US,US,,	2012-03-02	102	149	6.2	540152	We're All Works In Progress	Paul Weitz,	Robert De Niro,Paul Dano,Julianne Moore,Olivia Thirlby,Eddie Rouse,Steve Cirbus,Lili Taylor,Victor Rasuk,Liam Broggy,	Paul Weitz,				
78604	false	0	18,	Drama,	tt1906426	Michael	de	Although to the outside world he seems like the a perfectly normal insurance broker, Michael secretly keeps a 10-year-old boy, Wolfgang locked in a room in his soundproof basement.	4.168	2744,	Nikolaus Geyrhalter Filmproduktion,	,	2011-05-12	96	67	7.2	15714		Markus Schleinzer,	Michael Fuith,David Rauchenberger,Christine Kain,Ursula Strauss,Victor Tremmel,Xaver Winkler,Thomas Pfalzmann,Markus Hochholdinger,Mika Sakurai,Gisella Salcher,David Oberkogler,		Gerald Kerkletz,	Wolfgang Widerhofer,		
78646	false	1	18,	Drama,	tt1827358	Apflickorna	sv	When Emma meets Cassandra, they initiate a relationship filled with physical and psychological challenges. Emma does whatever it takes to master the rules of the game. Lines are crossed and the stakes get higher and higher. Despite this, Emma can't resist the intoxicating feeling of total control.	2.328	4226,	Atmo Media Network,	,	2011-01-31	84	20	5.2	0		Lisa Aschan,	Mathilda Paradeiser,Linda Molin,Isabella Lindquist,Sergej Merkusjev,Adam Lundgren,Sigmund Hovind,Kevin Caicedo Vega,		Linda Wassberg,	Kristofer Nordin,		Emelie Lindblom,
78698	false	40000000	12,18,10749,	Adventure,Drama,Romance,	tt1430615	Big Miracle	en	Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose.	9.611	10163,33,10039,	Working Title Films,Universal Pictures,Anonymous Content,	GB,US,US,	2012-02-02	107	285	6.6	24719215	A family of whales trapped beneath the ice. One unforgettable rescue.	Ken Kwapis,	Drew Barrymore,John Krasinski,Kristen Bell,Vinessa Shaw,Dermot Mulroney,Ted Danson,Kathy Baker,Tim Blake Nelson,Stephen Root,John Michael Higgins,Bruce Altman,Andrew Daly,Thomas R. Daly,Thom Van Dorp,Kent Smith,Rob Riggle,James Le Gros,Brett Baker,Stefan Kapičić,Mark Ivanir,Shea Whigham,Sarah Palin,Michael Gaston,John Chase,Ahmaogak Sweeney,John Pingayak,Maliaq Kairaiuak,Maeve Blake,Hillarie Putnam,Gregory Jbara,Robert Forgit,Maury Ginsberg,Kelly Lee Williams,Wayne Mitchell,R.F. Daley,Shanette Harper,Quinn K. Redeker,Jason Martin,Princess Lucaj,	Jack Amiel,Michael Begler,	John Bailey,			
78715	false	0	18,	Drama,	tt1905071	Toomelah	en	In a remote Aboriginal community, 10 year old Daniel yearns to be a gangster, like the male role models in his life. Skipping school, getting into fights and running drugs for Linden, who leads the main gang in town.	3.423	86737,	Bunya Productions,	AU,	2011-05-16	106	9	6.7	0		Ivan Sen,	Daniel Connors,Dean Daley-Jones,					
78800	false	0	18,	Drama,	tt1680075	Другое небо	ru	When a father and son from the Uzbek steppe move to Moscow in search of the boy's missing mother they are condemned to the lot of the 'gastarbeiter'.	0.772	88689,88687,	Metronome Films,Arsen Gottlieb Production,	,,	2010-10-28	86	3	3.0	0		Dmitry Mamuliya,	Khabib Bufares,Amirza Mukhamadi,Mitra Zeykhedi,	Dmitry Mamuliya,Leonid Sitov,	Alisher Khamidkhodzhaev,	Dasha Danilova,	Anna Muzychenko,	
78854	false	0	35,	Comedy,	tt1821597	Scialla! (Stai sereno)	it		3.975	7705,18973,	ITC Movie,01 Distribution,	,IT,	2011-11-18	0	151	6.4	0		Francesco Bruni,	Fabrizio Bentivoglio,Barbora Bobuľová,Vinicio Marchioni,Filippo Scicchitano,Adamo Dionisi,Alessandro Tuzzi,Paola Tiziana Cruciani,Giacomo Ceccarelli,Raffaella Lebboroni,Natascia Macchniz,					Jacopo Bonvicini,
78855	false	0	35,18,	Comedy,Drama,	tt2106460	I primi della lista	it		1.248				2011-01-01	0	10	6.8	0		Roan Johnson,	Claudio Santamaria,Francesco Turbanti,Fabrizio Brandi,Paolo Cioni,					
78862	false	0	18,	Drama,	tt1841653	Il cuore grande delle ragazze	it		2.731	112021,	Duea Film,	,	2011-11-11	0	45	5.6	0		Pupi Avati,	Isabelle Adriani,Gianni Cavina,Cesare Cremonini,Rita Carlini,Micaela Ramazzotti,Andrea Roncato,Gisella Sofio,Massimo Bonetti,Marcello Caroli,Sydne Rome,Sara Pastore,Manuela Morabito,Erika Blanc,Alessandro Haber,Lucia Bodenizza,Patrizio Pelizzi,Stefania Barca,Maria Pia Aricó,	Pupi Avati,				
79000	false	0	14,16,	Fantasy,Animation,	tt1828229	Les Contes de la nuit	fr	Tales of the Night is renowned animation auteur Michel Ocelot (Kirikou and the Sorceress, Azur & Asmar)'s first foray into 3D animation. A hit at the Berlin Film Festival, the film extends the earlier shadow puppet style of Ocelot’s Princes and Princesses, with black silhouetted characters set off against exquisitely detailed Day-Glo backgrounds bursting with color and kaleidoscopic patterns – the subtle use of 3D creating a diorama-like effect.  The film weaves together six exotic fables each unfolding in a unique locale, from Tibet, to medieval Europe, an Aztec kingdom, the African plains, and even the Land of the Dead. In Ocelot’s storytelling, history blends with fairytale as viewers are whisked off to enchanted lands full of dragons, werewolves, captive princesses, sorcerers, and enormous talking bees - and each fable ends with its own ironic twist.	4.997	57752,	Nord-Ouest Films,	FR,	2011-07-20	84	77	7.4	0		Michel Ocelot,	Julien Beramis,Marine Griset,Jonathan Kite,					
79018	false	0	53,	Thriller,	tt1733121	Desperate Measures	en	Ross has been kidnapped and held on a remote farmhouse. A drink &amp; drug addict, his two captors put him through a brutal regime to get him clean. But when he gets clean, Ross finds out the shocking real reasons behind his incarceration.	1.571				2011-01-01	90	3	3.7	0			Stephen Lord,Ricci Harnett,Maxton Beesley,Carly Griggs,Steven Hillman,Mark Sheals,					
79036	false	0	35,	Comedy,	tt2106519	Lezioni di cioccolato 2	it		3.963	10102,	Cattleya,	IT,	2011-11-10	0	67	5.6	0		Alessio Maria Federici,	Luca Argentero,Nabiha Akkari,Hassani Shapi,Vincenzo Salemme,Vito,Angela Finocchiaro,Giorgia Surina,Barbara Folchitto,Tia Architto,Isabelle Adriani,Claudia Alfonso,Barbara Folchitto,Eugenio Krauss,Siddhartha Prestinari,	Fabio Bonifacci,				
79040	false	0	36,18,	History,Drama,	tt1911607	Nova Zembla	en	Nova Zembla tells the gripping true story of the legendary failed mission of the late sixteenth century Dutch flotilla trying to find a trading route to Asia across the North Pole. The ship crew, who got stuck in the ice of Nova Zembla and had to survive the dark coldness of winter in the most gruesome of circumstances. An incredibly powerful story of determination, hardship and a triumph of the human spirit. The sixteenth century Dutch ship crew is leaving the port of Amsterdam and sailing to the northern arctic, where they get stuck in the ice. Two ships take part at the mission and captain De Rijp decides to return while he still can, while the other ship helmed by Willem Barentsz, stubbornly proceeds.	5.103	859,8962,18352,4508,23595,	Saga Film,Eyeworks Film & TV Drama,Inspire Pictures,Nederlands Fonds voor de Film,RTL Entertainment,	BE,NL,NL,NL,NL,	2011-11-23	108	37	5.4	0		Reinout Oerlemans,	Robert de Hoog,Jan Decleir,Derek de Lint,Doutzen Kroes,Victor Reinier,Juda Goslinga,Bas Keijzer,Teun Kuilboer,Mads Wittermans,Semmy Schilt,Jochum van der Woude,Arend Brandligt,		Lennert Hillege,	Michiel Reichwein,	Melcher Meirmans,Merlijn Snitker,Chrisnanne Wiegel,	
79042	false	0	99,80,36,	Documentary,Crime,History,	tt1787725	If a Tree Falls: A Story of the Earth Liberation Front	nl	Filmmaker Marshall Curry explores the inner workings of the Earth Liberation Front, a revolutionary movement devoted to crippling facilities involved in deforestation, while simultaneously offering a profile of Oregon ELF member Daniel McGowan, who was brought up on terrorism charges for his involvement with the radical group.	1.914				2011-06-22	85	19	6.6	0		Marshall Curry,Sam Cullman,						
79070	false	2500000	28,35,53,10749,	Action,Comedy,Thriller,Romance,	tt1683921	Nuit Blanche	fr	Vincent is a crooked cop whose drug heist goes wrong when he is stabbed and the criminals he is robbing discover his identity. Vincent escapes with a huge bag of cocaine, but discovers his loot belongs to a powerful mob boss who kidnaps Vincent's son.  Vincent has until the end of the night to return the stash and save his son.	5.051	104,10611,12398,19437,859,8676,	Canal+,Ciné+,Chic Films,Paul Thiltges Distributions,Saga Film,uFilm,	FR,FR,FR,LU,BE,BE,	2011-11-16	98	75	6.0	3358		Frédéric Jardin,	Tomer Sisley,Julien Boisselier,Joey Starr,Serge Riaboukine,Laurent Stocker,Lizzie Brocheré,Dean Constantin,Pom Klementieff,Catalina Denis,Birol Ünel,Samy Seghir,Dominique Bettenfeld,Adel Bencherif,Vincent Bersoulle,Olivier Massart,Cécile Boland,Dean Constantin,Jérôme Gaspard,Albert Dray,Jean-Michel Correia,Gabriel Boisante,Hervé Sogne,Laurent Demianoff,	Nicolas Saada,Frédéric Jardin,	Tom Stern,	Christophe Pinel,	Nicolas Errèra,	
79108	false	0	35,	Comedy,	tt1756750	Starbuck	fr	Starbuck is a 2011 Canadian comedy film directed by Ken Scott and written by Martin Petit and Ken Scott. The main character David Wozniak is a perpetual adolescent who discovers that, as a sperm donor, he has fathered 533 children. David, a deliveryman for a butcher shop, is being pursued by thugs because he owes them money. Next, he is advised that more than 100 of his offspring are trying to force the fertility clinic to reveal the true identity of \	6.664	6623,	Caramel Films,	CA,	2011-01-01	103	291	6.9	0		Ken Scott,	Patrick Huard,Julie Le Breton,Antoine Bertrand,Dominic Philie,Marc Bélanger,Igor Ovadis,Marie-France Lambert,Iannicko N'Doua,Sarah-Jeanne Labrosse,	Martin Petit,				
79115	false	0	18,10749,	Drama,Romance,	tt1465491	Juan	en	The successful artist and playboy Juan is a notorious seducer of women, through his ability to be just what a woman dreams of: Charming, charismatic, strong, sensitive, sexual. Driven by a restless urge to conquer new women, use them, and throw them away, he has hired his friend Leporello to help create a masterpiece: A filmed database of all the women whose dreams Juan has shattered. We follow Juan and Leporello through 24 compressed hours. Juan seduces the young upper-class girl Anna, but ends up accidentally killing her father, a powerful police commissioner. The two friends run away, but Juan's constant need to seduce new women keeps interrupting their flight. As the police gains in on them, Juan also steals the young bride Zerlina from her groom Masetto, and soon a feverish manhunt is on for Juan.	1.596				2011-04-07	100	2	10.0	0		Kasper Holten,	Christopher Maltman,Mikhail Petrenko,Elizabeth Futral,Maria Bengtsson,	Mogens Rukov,				
79120	false	8000	18,10749,	Drama,Romance,	tt1714210	Weekend	en	After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.	9.91	10441,1917,10442,10443,92226,	The Bureau,EM Media,Glendale Picture Company,Synchronicity Films,ICF Films,	GB,,,GB,CA,	2011-09-22	96	333	7.4	484592	A (sort of) love story between two guys over a cold weekend in October.	Andrew Haigh,	Tom Cullen,Chris New,Jonathan Race,Laura Freeman,Loreto Murray,Kieran Hardcastle,		Urszula Pontikos,	Andrew Haigh,		
79123	false	0	18,53,	Drama,Thriller,	tt1493815	Little Murder	en	In post-Katrina New Orleans, a disgraced detective encounters the ghost of a murdered woman who wants to help him identify her killer.	5.279	56429,56427,56428,	S3 Entertainment Group,Mind in Motion Entertainment,Little Murder Production Company,	US,,,	2011-01-08	98	13	4.9	0	In the city of ghosts, one woman wants the police to find her killer.	Predrag Antonijević,	Josh Lucas,Terrence Howard,Lake Bell,Deborah Ann Woll,Bokeem Woodbine,Noah Bean,Cary Elwes,Joseph J. Tomaska,	Gerald Di Pego,Justin DiPego,	Steve Mason,	Devin Maurer,		
79133	false	0	35,	Comedy,	tt2114375	Dylan Moran: Yeah, Yeah	en	Dylan Moran, star of Black Books, Shaun of the Dead and Run Fat Boy Run is about to spread a little happiness with a brand new live DVD for 2011. Ageing, religion, kids and relationships intertwine with the general absurdities of life. Searing observations and sumptuous imagery, painted across a large fraying canvas with cruel, curmudgeonly 'Moranesque' brush strokes are all delivered with Dylan's renowned, shambolic charm… Simply unmissable.	3.955				2011-11-14	73	17	8.0	0		Paul Machliss,	Dylan Moran,					
79151	false	0			tt2062580	夏日乐悠悠	zh	Asian rising star Angelababy plays a paralegal sent on a undercover mission to inspect the young owner of a stunning beach resort for illegal practices. The pair bicker and fight, but the rules of attraction says otherwise...	1.554				2011-10-13	91	6	8.0	0		Jingle Ma,	AngelaBaby,Eddie Peng,Yuchen Zhu,Zhou Yang,Steve Yap,Alvin Wong Chung,He Jie,Weng Qia Te,Guo Zhongyou,Zhang Chao,Qiu Wen-Bo,					
